id	filename	md5	size	state
0237d4e6-241d-4fb5-a59b-078bd4bd4b2d	0237d4e6-241d-4fb5-a59b-078bd4bd4b2d/39bc453b-67d2-4059-bbaf-fa98dc9d2595.rna_seq.augmented_star_gene_counts.tsv	8a07da4f031c457b0c1c387066824c3e	4223522	validated
057eaa35-f130-4b26-bbde-9d52edfdb212	057eaa35-f130-4b26-bbde-9d52edfdb212/f2bb28ee-ca66-4ca1-8e51-8aeb92084931.rna_seq.augmented_star_gene_counts.tsv	faec109f12b83cd94a46298d50d5a85e	4240540	validated
068454cb-7789-4814-80a0-1935c6a08798	068454cb-7789-4814-80a0-1935c6a08798/efbd20eb-2922-4904-8cf1-88d5bb09ab30.rna_seq.augmented_star_gene_counts.tsv	2e12abc10d1f2d6145a9ae02f3b4382f	4254229	validated
06e61218-fbda-4a4f-a9ec-16ccf5255ded	06e61218-fbda-4a4f-a9ec-16ccf5255ded/9e79eb6c-bdfa-4deb-b283-7c351dac4434.rna_seq.augmented_star_gene_counts.tsv	f9926b0d7d667b2eb8bbe7a68111129b	4253270	validated
09326c4e-9905-444f-aa11-f2944045e455	09326c4e-9905-444f-aa11-f2944045e455/5763b7c5-89cb-49c4-87aa-bad01f28b541.rna_seq.augmented_star_gene_counts.tsv	9e5ee06892b83452ce5b76a07c553666	4248202	validated
09445310-8c2b-4bf1-b619-bfe8b3f9a5e8	09445310-8c2b-4bf1-b619-bfe8b3f9a5e8/502882eb-8819-4015-8483-ab720e2a25bf.rna_seq.augmented_star_gene_counts.tsv	ead4f6be1a148b46e8e852a525e6ac5a	4247666	validated
0c3a3074-ce20-4faa-ab61-5fd52f0563fe	0c3a3074-ce20-4faa-ab61-5fd52f0563fe/2be90092-0bf2-493c-8864-b9bd3efa2fcc.rna_seq.augmented_star_gene_counts.tsv	02c34905b51469654601d5a307c61c46	4214158	validated
0d0543f2-195a-4ab8-8331-a1b57fc673dc	0d0543f2-195a-4ab8-8331-a1b57fc673dc/c247006d-7749-4838-9bfb-1388e089450d.rna_seq.augmented_star_gene_counts.tsv	20646bbc7401b3833591e8d31dd41f6a	4246635	validated
0da1dde2-3a7d-43a1-81a4-0c9b12efcfa9	0da1dde2-3a7d-43a1-81a4-0c9b12efcfa9/c106d702-1803-4226-a120-f43bc28ae11c.rna_seq.augmented_star_gene_counts.tsv	35b24dfc5b14aeddfa3667e3b5dcaf08	4247173	validated
0e274ebf-c78b-4a23-b85f-835674f62a0a	0e274ebf-c78b-4a23-b85f-835674f62a0a/d9548857-ab3c-4cf6-8608-4d5951f63c8b.rna_seq.augmented_star_gene_counts.tsv	5dc00397253143ba1b86ccadd5358d9a	4249088	validated
14e6f46e-a34a-41c6-bd22-1f46fd76836b	14e6f46e-a34a-41c6-bd22-1f46fd76836b/3b6125da-8c27-4889-a5d1-4bdc697f2a72.rna_seq.augmented_star_gene_counts.tsv	9fd9ce9b7189c38f76ad6904b4589ded	4230828	validated
170ed38a-fdce-4c28-a8ed-982d6a21add0	170ed38a-fdce-4c28-a8ed-982d6a21add0/9e09a872-f5f7-4cc1-bb08-07045fcd0c28.rna_seq.augmented_star_gene_counts.tsv	18ee4bf70706f2d05da06c5321d58321	4241393	validated
1e659c79-eb29-4be8-b279-9a825f2cd157	1e659c79-eb29-4be8-b279-9a825f2cd157/c7648754-3563-4d93-8107-d64def41fd4b.rna_seq.augmented_star_gene_counts.tsv	a103eb239fdd65d6164806a28bd198ec	4250785	validated
1f3b0d72-84cb-44ba-801b-a8d58baf2849	1f3b0d72-84cb-44ba-801b-a8d58baf2849/87ee4cad-86d3-4b6b-952d-d565247b9a1e.rna_seq.augmented_star_gene_counts.tsv	927bf2f86df5522dc5980e0101243c53	4242588	validated
1fbcfcc7-43b6-4335-aeee-90329bddab6e	1fbcfcc7-43b6-4335-aeee-90329bddab6e/f16d9348-2781-4518-a34a-fbfcc18e1f7b.rna_seq.augmented_star_gene_counts.tsv	0329042bce9abef10fcc3577c6d3b7bf	4226002	validated
20445437-9781-49d6-b55a-afafcc33c459	20445437-9781-49d6-b55a-afafcc33c459/64c28835-3395-4328-887f-b2bf042c3d9a.rna_seq.augmented_star_gene_counts.tsv	ae28ffa4b1f632347a6cff53c0912a69	4241419	validated
22085d53-b816-4c33-b1ef-6f199775f39c	22085d53-b816-4c33-b1ef-6f199775f39c/d0d080e3-b40d-466e-8b51-58ee3f463667.rna_seq.augmented_star_gene_counts.tsv	9fed33484bffb5f7e7d32a2b5770c56a	4240457	validated
232c3577-fe73-4c74-99c8-51c82a6aca1c	232c3577-fe73-4c74-99c8-51c82a6aca1c/d7f50a7e-b1e9-47ea-b33a-856964b813f7.rna_seq.augmented_star_gene_counts.tsv	6c7317257c70432b869cb940c36dec4a	4242497	validated
2458c146-74ef-4c2a-b2b4-1bb6ab5292a9	2458c146-74ef-4c2a-b2b4-1bb6ab5292a9/fd0dc2d4-4a8e-4f37-8e1c-320193ace083.rna_seq.augmented_star_gene_counts.tsv	47ad57ab57fb8688a3c5e625c26c1cdb	4242748	validated
27ee0eba-2f11-447b-a153-c8dc679d5fc6	27ee0eba-2f11-447b-a153-c8dc679d5fc6/59f436d5-7a66-40a8-9bca-b1e354452492.rna_seq.augmented_star_gene_counts.tsv	45962748590587bd9f92c8b879646333	4240268	validated
2993bb8a-03d8-460e-a317-861563827d9c	2993bb8a-03d8-460e-a317-861563827d9c/ab2b399a-d267-49df-8327-4e9529b26a38.rna_seq.augmented_star_gene_counts.tsv	10d3fb8c821cd9a636144d915137cbe3	4207301	validated
2ada884e-1839-4bb0-ba03-7f04085f0a07	2ada884e-1839-4bb0-ba03-7f04085f0a07/325f91c9-70b9-4285-a7ff-0b7b6280a8ed.rna_seq.augmented_star_gene_counts.tsv	43e4eddac3e29156df1fc88342d8dc87	4248662	validated
2b542440-46c8-49b4-8657-a01e864b3f80	2b542440-46c8-49b4-8657-a01e864b3f80/63af1588-387b-44a7-97ed-4f73559347c2.rna_seq.augmented_star_gene_counts.tsv	e5cf1b642c5038058e6821c943634699	4235697	validated
2bdfdcec-cb7d-4e83-9257-f2c851a6a469	2bdfdcec-cb7d-4e83-9257-f2c851a6a469/16bcbeb8-21dc-4cfe-9aa1-60b093f7f984.rna_seq.augmented_star_gene_counts.tsv	ff25922c0559037a2378dc905ef1094d	4219743	validated
2f3ed4ce-16b8-447d-9b18-d1e95d21de76	2f3ed4ce-16b8-447d-9b18-d1e95d21de76/6394059f-8ec8-4fe7-80bc-3650c76b4499.rna_seq.augmented_star_gene_counts.tsv	979eb3aee55b6570e65b505ac0a6cd06	4237036	validated
2f837f98-b8e4-4b61-a6a9-547e6055fa23	2f837f98-b8e4-4b61-a6a9-547e6055fa23/888aae57-feeb-4d15-b905-86ec8e7fd286.rna_seq.augmented_star_gene_counts.tsv	433abd7e76458543ce05a9eadae8c69e	4234685	validated
319a6f57-afe8-40b8-aa8c-194b68adbcaa	319a6f57-afe8-40b8-aa8c-194b68adbcaa/51aea3a7-011d-4f8b-af00-fc7c169591d9.rna_seq.augmented_star_gene_counts.tsv	fd87d6e9fc7668178dbdb61f1c71a20b	4225783	validated
3524be8c-d600-492a-b912-f712ad158a8e	3524be8c-d600-492a-b912-f712ad158a8e/0de2c4aa-0a01-49af-bc43-027f6321eb15.rna_seq.augmented_star_gene_counts.tsv	a53172b6ec4291542163f152c3948dc1	4224810	validated
39f91c2c-9527-4185-aa04-eb42e7fab7c1	39f91c2c-9527-4185-aa04-eb42e7fab7c1/13da7123-db39-4bab-9521-daef5d3030ae.rna_seq.augmented_star_gene_counts.tsv	5592a70803ce1e761b99b5c10dfade85	4233834	validated
